"OBJECTID","Num_Cases","xcoord","ycoord","Label","Address","City","Region","Postal","CountryCode"
"194","2","-0.135611002040385","51.513119458974103","Broad Street","12 Ingestre Place","London","England","W1F 0","GBR"
"195","1","-0.135671666439338","51.514418727868602","Broad Street","77 Berwick Street","London","England","W1F 8","GBR"
"196","2","-0.135751801403222","51.512566977535201","Bridle Street","Lexington House, Lexington Street","London","England","W1F 0","GBR"
"197","3","-0.13601869206478","51.512175773846899","Bridle Street","9 Great Pulteney Street","London","England","W1F 9","GBR"
"198","4","-0.13557072292461","51.513070703563898","Broad Street","11 Ingestre Place","London","England","W1F 0","GBR"
"199","2","-0.135578652398578","51.5143019321916","Broad Street","79 Berwick Street","London","England","W1F 8","GBR"
"200","1","-0.13561930879864","51.5144764425104","Broad Street","34 Berwick Street","London","England","W1F 8","GBR"
"201","3","-0.13575953073195","51.513620782793701","Broad Street","30 Broadwick Street","London","England","W1F 8","GBR"
"202","1","-0.135597562539824","51.513069405009297","Broad Street","11 Ingestre Place","London","England","W1F 0","GBR"
"203","2","-0.135457981345223","51.514686553867101","Berners Street","33 D'Arblay Street","London","England","W1F 8","GBR"
"204","1","-0.135597562539824","51.513069405009297","Broad Street","11 Ingestre Place","London","England","W1F 0","GBR"
"205","1","-0.135513007671733","51.514342962469897","Broad Street","31 Berwick Street","London","England","W1F 8","GBR"
"206","3","-0.135377116215837","51.513746060566497","Broad Street","23 Broadwick Street","London","England","W1F 8","GBR"
"207","1","-0.13569492759631","51.514132290229703","Broad Street","81 Berwick Street","London","England","W1F 8","GBR"
"208","1","-0.135513007671733","51.514342962469897","Broad Street","31 Berwick Street","London","England","W1F 8","GBR"
"209","5","-0.135377116215837","51.513746060566497","Broad Street","23 Broadwick Street","London","England","W1F 8","GBR"
"210","1","-0.135597562539824","51.513069405009297","Broad Street","11 Ingestre Place","London","England","W1F 0","GBR"
"211","3","-0.135412990434977","51.514099079643202","Broad Street","82 Berwick Street","London","England","W1F 8","GBR"
"212","1","-0.13534578212644","51.515160465865002","Berners Street","181 Wardour Street","London","England","W1F 8","GBR"
"213","1","-0.135470385628089","51.512198304543297","Bridle Street","13 Lexington Street","London","England","W1F 0","GBR"
"214","1","-0.13533520960268","51.514124819837598","Broad Street","29 Berwick Street","London","England","W1F 8","GBR"
"215","5","-0.135297937877004","51.513964819775502","Broad Street","18 Broadwick Street","London","England","W1F 8","GBR"
"216","2","-0.135597562539824","51.513069405009297","Broad Street","11 Ingestre Place","London","England","W1F 0","GBR"
"217","1","-0.135367914554386","51.513530860831501","Broad Street","17 Broadwick Street","London","England","W1F 8","GBR"
"218","1","-0.135333130769117","51.512081631725799","Bridle Street","9 Lexington Street","London","England","W1F 0","GBR"
"219","2","-0.13533520960268","51.514124819837598","Broad Street","29 Berwick Street","London","England","W1F 8","GBR"
"220","1","-0.135399314289035","51.512230695372601","Bridle Street","6 Lexington Street","London","England","W1F 0","GBR"
"221","2","-0.13513392052367","51.513522018257902","Broad Street","15 Broadwick Street","London","England","W1F 8","GBR"
"222","1","-0.135335500582385","51.513697741018298","Broad Street","17 Broadwick Street","London","England","W1F 8","GBR"
"223","1","-0.135220524763075","51.5151225627488","Berners Street","Paramount House, Wardour Street","London","England","W1F 8","GBR"
"224","7","-0.134841048151935","51.512850754841203","Rupert Street","7 Ingestre Place","London","England","","GBR"
"225","2","-0.135089508249157","51.513474672695502","Broad Street","96 Berwick Street","London","England","W1F 0","GBR"
"226","1","-0.135335500582385","51.513697741018298","Broad Street","17 Broadwick Street","London","England","W1F 8","GBR"
"227","2","-0.13522026209426","51.513990680284401","Broad Street","16 Broadwick Street","London","England","W1F 8","GBR"
"228","1","-0.135038436681016","51.513167433243602","Broad Street","96 Berwick Street","London","England","W1F 0","GBR"
"229","1","-0.13513392052367","51.513522018257902","Broad Street","15 Broadwick Street","London","England","W1F 8","GBR"
"230","1","-0.135038436681016","51.513167433243602","Broad Street","96 Berwick Street","London","England","W1F 0","GBR"
"231","1","-0.135145602595859","51.512026395559097","Bridle Street","6 Lexington Street","London","England","W1F 0","GBR"
"232","3","-0.134841048151935","51.512850754841203","Rupert Street","7 Ingestre Place","London","England","","GBR"
"233","4","-0.13509712262146","51.511913080345501","Bridle Street","3 Lexington Street","London","England","W1F 0","GBR"
"234","5","-0.135038436681016","51.513167433243602","Broad Street","96 Berwick Street","London","England","W1F 0","GBR"
"235","2","-0.13513392052367","51.513522018257902","Broad Street","15 Broadwick Street","London","England","W1F 8","GBR"
"236","1","-0.134926307691516","51.515474363983401","Newman Street","16 Hollen Street","London","England","W1F 8","GBR"
"237","1","-0.134979512065691","51.513899369636697","Broad Street","9 Broadwick Street","London","England","W1F 8","GBR"
"238","3","-0.134828425072599","51.5125738950222","Rupert Street","1 Peter Street","London","England","","GBR"
"239","1","-0.134784974015837","51.512526204959002","Rupert Street","20 Peter Street","London","England","W1F 0","GBR"
"240","1","-0.134663543462455","51.512047224551402","Rupert Street","30 Brewer Street","London","England","W1F 0","GBR"
"241","1","-0.134841048151935","51.512850754841203","Rupert Street","7 Ingestre Place","London","England","","GBR"
"242","3","-0.134805562885158","51.513418531976299","Rupert Street","95 Berwick Street","London","England","W1F 0","GBR"
"243","1","-0.134836220770977","51.511954727861898","Bridle Street","30 Brewer Street","London","England","W1F 0","GBR"
"244","1","-0.134834053504868","51.513563338578699","Broad Street","16 Berwick Street","London","England","W1F 0","GBR"
"245","1","-0.134858083862767","51.513999683292298","Broad Street","6 Broadwick Street","London","England","W1F 8","GBR"
"246","1","-0.13480221340205","51.514445243954498","Newman Street","157 Wardour Street","London","England","W1F 8","GBR"
"247","2","-0.134784974015837","51.512526204959002","Rupert Street","20 Peter Street","London","England","W1F 0","GBR"
"248","1","-0.13459362220288","51.514894509557003","Newman Street","142 Wardour Street","London","England","W1F 8","GBR"
"249","1","-0.13467391445183","51.513732916617201","Rupert Street","5 Duck Lane","London","England","W1F 8","GBR"
"250","1","-0.134784974015837","51.512526204959002","Rupert Street","20 Peter Street","London","England","W1F 0","GBR"
"251","1","-0.134784974015837","51.512526204959002","Rupert Street","20 Peter Street","London","England","W1F 0","GBR"
"252","2","-0.134678910789413","51.513389539801601","Rupert Street","12 Berwick Street","London","England","W1F 0","GBR"
"253","1","-0.13467391445183","51.513732916617201","Rupert Street","5 Duck Lane","London","England","W1F 8","GBR"
"254","1","-0.134682281265336","51.514418210425099","Newman Street","128 Wardour Street","London","England","W1F 8","GBR"
